,Four_grams,Frequency
2142,"('CC_CCD', 'PR_PRP', 'N_NN', 'PR_PRP')",5
2143,"('N_NN', 'CC_CCD', 'QT_QTF', 'N_NN')",5
2144,"('N_NN', 'DM_DMR', 'RB', 'V_VM_VF')",5
2145,"('RD_PUNC', 'DM_DMQ', 'QT_QTC', 'N_NN')",5
2146,"('N_NN', 'PR_PRP', 'N_NST', 'N_NN')",5
2147,"('N_NN', 'PR_PRP', 'N_NN', 'RP_RPD')",5
2148,"('RD_PUNC', 'PR_PRP', 'N_NN', 'N_NST')",5
2149,"('N_NN', 'N_NST', 'N_NN', 'V_VM_VINF')",5
2150,"('N_NST', 'PR_PRP', 'N_NN', 'V_VM_VF')",5
2151,"('N_NN', 'QT_QTC', 'PSP', 'V_VM_VNF')",5
2152,"('RP_INTF', 'RB', 'N_NN', 'N_NN')",5
2153,"('CC_CCD', 'PR_PRP', 'N_NN', 'RP_RPD')",5
2154,"('N_NN', 'V_VM_VINF', 'N_NN', 'DM_DMR')",5
2155,"('V_VM_VINF', 'N_NN', 'DM_DMR', 'N_NN')",5
2156,"('RD_PUNC', 'V_VM_VNF', 'N_NN', 'RP_RPD')",5
2157,"('N_NN', 'QT_QTF', 'RB', 'V_VM_VF')",5
2158,"('RB', 'N_NST', 'V_VM_VF', 'RD_PUNC')",5
2159,"('N_NN', 'N_NN', 'CC_CCD', 'QT_QTC')",5
2160,"('DM_DMR', 'N_NN', 'QT_QTF', 'N_NN')",5
2161,"('DM_DMQ', 'RP_RPD', 'QT_QTF', 'N_NN')",5
2162,"('PR_PRP', 'JJ', 'N_NN', 'JJ')",5
2163,"('RD_PUNC', 'PSP', 'N_NN', 'V_VM_VF')",5
2164,"('V_VM_VNF', 'N_NST', 'N_NN', 'V_VM_VF')",5
2165,"('V_VM_VINF', 'N_NN', 'RD_PUNC', 'V_VM_VINF')",5
2166,"('V_VM_VNF', 'N_NN', 'N_NN', 'DM_DMD')",5
2167,"('QT_QTC', 'RD_PUNC', 'N_NN', 'V_VM_VINF')",5
2168,"('RD_PUNC', 'N_NN', 'V_VM_VINF', 'V_VM_VNF')",5
2169,"('RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VNG')",5
2170,"('DM_DMD', 'N_NN', 'RB', 'N_NN')",5
2171,"('CC_CCD', 'RD_PUNC', 'N_NNP', 'N_NN')",5
2172,"('PR_PRP', 'PSP', 'N_NN', 'V_VM_VF')",5
2173,"('N_NNP', 'N_NN', 'RD_PUNC', 'PR_PRP')",5
2174,"('N_NNP', 'V_VM_VINF', 'N_NN', 'V_VM_VNF')",5
2175,"('PR_PRP', 'N_NNP', 'V_VM_VF', 'RD_PUNC')",5
2176,"('N_NNP', 'N_NNP', 'N_NNP', 'QT_QTC')",5
2177,"('N_NNP', 'RP_INTF', 'N_NN', 'RD_PUNC')",5
2178,"('RD_PUNC', 'N_NNP', 'RD_PUNC', 'DM_DMD')",5
2179,"('RD_PUNC', 'QT_QTF', 'N_NN', 'V_VM_VF')",5
2180,"('N_NN', 'CC_CCS_UT', 'N_NN', 'V_VM_VF')",5
2181,"('N_NNP', 'N_NST', 'V_VM_VF', 'RD_PUNC')",5
2182,"('JJ', 'N_NN', 'N_NNP', 'N_NN')",5
2183,"('JJ', 'N_NN', 'QT_QTC', 'RD_PUNC')",5
2184,"('N_NN', 'RD_PUNC', 'N_NNP', 'PSP')",5
2185,"('N_NST', 'PSP', 'N_NN', 'V_VM_VF')",5
2186,"('V_VM_VNF', 'N_NN', 'N_NNP', 'V_VM_VF')",5
2187,"('PR_PRP', 'N_NN', 'N_NST', 'PR_PRP')",5
2188,"('N_NNP', 'V_VM_VNF', 'N_NNP', 'N_NN')",5
2189,"('PSP', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",5
2190,"('V_VM_VINF', 'N_NST', 'N_NN', 'V_VM_VNF')",5
2191,"('QT_QTC', 'JJ', 'N_NN', 'V_VM_VNF')",5
2192,"('JJ', 'N_NN', 'V_VM_VNF', 'N_NNP')",5
2193,"('N_NNP', 'V_VM_VNF', 'RD_PUNC', 'N_NNP')",5
2194,"('QT_QTF', 'N_NN', 'RB', 'V_VM_VF')",5
2195,"('V_VM_VNF', 'N_NST', 'N_NN', 'RB')",5
2196,"('DM_DMD', 'N_NN', 'V_VM_VNF', 'N_NNP')",5
2197,"('N_NN', 'N_NN', 'N_NNP', 'V_VM_VNF')",5
2198,"('V_VM_VINF', 'N_NN', 'N_NNP', 'N_NN')",5
2199,"('N_NN', 'N_NNP', 'N_NN', 'PSP')",5
2200,"('N_NN', 'QT_QTO', 'N_NN', 'V_VM_VNF')",5
2201,"('QT_QTO', 'N_NN', 'V_VM_VNF', 'N_NN')",5
2202,"('N_NNP', 'N_NN', 'N_NST', 'N_NN')",5
2203,"('RD_PUNC', 'RD_PUNC', 'PR_PRP', 'N_NNP')",5
2204,"('N_NN', 'JJ', 'RB', 'N_NN')",5
2205,"('DM_DMD', 'N_NN', 'N_NN', 'RP_INTF')",5
2206,"('V_VM_VNF', 'JJ', 'N_NN', 'PR_PRP')",5
2207,"('PR_PRP', 'RP_INTF', 'V_VM_VF', 'RD_PUNC')",5
2208,"('PR_PRP', 'RB', 'V_VM_VINF', 'N_NN')",5
2209,"('RD_SYM', 'N_NNP', 'N_NN', 'RD_SYM')",5
2210,"('RD_PUNC', 'RD_PUNC', 'RD_PUNC', 'N_NNP')",5
2211,"('RD_PUNC', 'CC_CCS_UT', 'N_NN', 'V_VM_VINF')",5
2212,"('V_VM_VNF', 'RD_PUNC', 'N_NN', 'N_NST')",5
2213,"('RD_PUNC', 'PR_PRP', 'N_NN', 'RB')",5
2214,"('N_NN', 'N_NN', 'RP_INTF', 'V_VM_VF')",5
2215,"('PR_PRP', 'V_VM_VINF', 'N_NN', 'PR_PRP')",5
2216,"('RB', 'V_VM_VNF', 'RD_PUNC', 'V_VM_VNF')",5
2217,"('CC_CCD', 'N_NN', 'V_VM_VNF', 'PR_PRP')",5
2218,"('N_NNP', 'N_NNP', 'V_VM_VNF', 'RD_PUNC')",5
2219,"('DM_DMD', 'N_NN', 'N_NST', 'V_VM_VF')",5
2220,"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'RD_SYM')",5
2221,"('N_NN', 'RP_INTF', 'V_VM_VNF', 'N_NN')",5
2222,"('JJ', 'N_NN', 'V_VM_VNF', 'DM_DMD')",5
2223,"('V_VM_VNF', 'N_NN', 'RD_PUNC', 'N_NST')",5
2224,"('RD_PUNC', 'RB', 'PR_PRP', 'N_NN')",5
2225,"('CC_CCD', 'N_NNP', 'V_VM_VF', 'RD_PUNC')",5
2226,"('N_NST', 'V_VM_VNF', 'RP_RPD', 'RD_PUNC')",5
2227,"('N_NN', 'V_VM_VNG', 'RP_INTF', 'N_NN')",5
2228,"('RD_PUNC', 'N_NNP', 'N_NN', 'RB')",5
2229,"('RP_INTF', 'JJ', 'N_NN', 'V_VM_VF')",5
2230,"('N_NST', 'N_NN', 'PSP', 'N_NN')",5
2231,"('PSP', 'V_VM_VNF', 'V_VM_VNF', 'RD_PUNC')",5
2232,"('N_NNP', 'V_VM_VNF', 'N_NN', 'V_VM_VNF')",5
2233,"('PR_PRP', 'N_NN', 'N_NN', 'N_NNP')",5
2234,"('RB', 'V_VM_VNF', 'RD_PUNC', 'N_NNP')",5
2235,"('PSP', 'N_NNP', 'N_NNP', 'N_NN')",5
2236,"('N_NN', 'RD_PUNC', 'CC_CCD', 'QT_QTC')",5
2237,"('N_NN', 'N_NN', 'RP_INTF', 'JJ')",5
2238,"('N_NNP', 'N_NN', 'PSP', 'V_VM_VNF')",5
2239,"('RD_PUNC', 'N_NN', 'JJ', 'PR_PRP')",5
2240,"('PR_PRP', 'N_NN', 'N_NN', 'QT_QTF')",5
2241,"('N_NN', 'N_NST', 'N_NN', 'QT_QTC')",5
2242,"('N_NN', 'N_NST', 'V_VM_VNF', 'PR_PRP')",5
2243,"('RD_PUNC', 'N_NN', 'N_NN', 'DM_DMD')",5
2244,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'PSP')",5
2245,"('V_VM_VNF', 'V_VM_VNF', 'PR_PRP', 'V_VM_VF')",5
2246,"('N_NN', 'RD_PUNC', 'N_NNP', 'RB')",5
2247,"('N_NN', 'PSP', 'PR_PRP', 'V_VM_VNF')",5
2248,"('N_NNP', 'N_NNP', 'RD_SYM', 'N_NN')",5
2249,"('N_NN', 'N_NNP', 'CC_CCD', 'N_NNP')",5
2250,"('CC_CCD', 'N_NNP', 'QT_QTC', 'RD_PUNC')",5
2251,"('RB', 'N_NN', 'N_NN', 'PSP')",5
2252,"('V_VM_VINF', 'N_NN', 'V_VM_VNF', 'JJ')",5
2253,"('CC_CCS_UT', 'N_NN', 'N_NN', 'RD_PUNC')",5
2254,"('RD_SYM', 'N_NNP', 'RD_PUNC', 'N_NN')",5
2255,"('N_NN', 'N_NST', 'N_NNP', 'N_NN')",5
2256,"('N_NN', 'RD_PUNC', 'N_NNP', 'RD_SYM')",5
2257,"('RB', 'N_NNP', 'N_NN', 'N_NN')",5
2258,"('PR_PRP', 'N_NN', 'JJ', 'RD_PUNC')",5
2259,"('V_VM_VNF', 'RB', 'N_NN', 'RD_PUNC')",5
2260,"('N_NST', 'N_NN', 'N_NN', 'V_VM_VINF')",5
2261,"('N_NN', 'CC_CCS_UT', 'PR_PRP', 'N_NN')",5
2262,"('V_VM_VNF', 'V_VM_VINF', 'N_NN', 'V_VM_VF')",5
2263,"('N_NN', 'N_NN', 'RB', 'RB')",5
2264,"('V_VM_VINF', 'N_NN', 'QT_QTC', 'RD_PUNC')",5
2265,"('DM_DMR', 'N_NN', 'N_NST', 'N_NN')",5
2266,"('V_VM_VNF', 'RB', 'N_NN', 'V_VM_VINF')",5
2267,"('N_NN', 'QT_QTC', 'PR_PRP', 'N_NN')",5
2268,"('QT_QTC', 'PR_PRP', 'N_NN', 'N_NN')",5
2269,"('RP_RPD', 'RD_PUNC', 'N_NNP', 'RD_PUNC')",5
2270,"('RB', 'N_NN', 'RB', 'V_VM_VNF')",5
2271,"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'RP_RPD')",5
2272,"('N_NN', 'N_NN', 'RB', 'N_NST')",5
2273,"('N_NN', 'RB', 'N_NN', 'QT_QTC')",5
2274,"('N_NN', 'JJ', 'N_NN', 'RD_SYM')",5
2275,"('V_VM_VNF', 'N_NST', 'N_NN', 'V_VM_VINF')",5
2276,"('N_NN', 'RD_PUNC', 'PSP', 'V_VM_VF')",5
2277,"('N_NN', 'RP_RPD', 'N_NN', 'RB')",5
2278,"('N_NNP', 'N_NN', 'RP_INTF', 'N_NN')",5
2279,"('JJ', 'N_NN', 'V_VM_VNF', 'RB')",5
2280,"('N_NNP', 'N_NNP', 'RD_PUNC', 'CC_CCD')",5
2281,"('RD_PUNC', 'QT_QTC', 'RD_PUNC', 'V_VM_VINF')",5
2282,"('N_NN', 'CC_CCD', 'RB', 'V_VM_VF')",5
2283,"('RB', 'V_VM_VNF', 'V_VM_VNF', 'V_VAUX')",5
2284,"('PSP', 'QT_QTC', 'RD_PUNC', 'N_NN')",5
2285,"('RD_PUNC', 'PR_PRP', 'N_NN', 'DM_DMQ')",5
2286,"('PR_PRP', 'N_NN', 'DM_DMQ', 'RD_PUNC')",5
2287,"('RD_PUNC', 'N_NN', 'DM_DMQ', 'RD_PUNC')",5
2288,"('N_NN', 'DM_DMQ', 'N_NN', 'V_VM_VF')",5
2289,"('RP_RPD', 'N_NN', 'RB', 'V_VM_VNF')",5
2290,"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'V_VM_VINF')",5
2291,"('JJ', 'RD_PUNC', 'N_NN', 'RD_PUNC')",5
2292,"('DM_DMQ', 'N_NN', 'V_VM_VNF', 'RB')",5
2293,"('N_NN', 'DM_DMQ', 'RP_RPD', 'PR_PRP')",5
2294,"('DM_DMD', 'N_NN', 'V_VM_VNF', 'N_NST')",5
2295,"('N_NST', 'V_VM_VNF', 'JJ', 'N_NN')",5
2296,"('PR_PRP', 'DM_DMQ', 'N_NN', 'N_NN')",5
2297,"('JJ', 'N_NN', 'CC_CCD', 'N_NN')",5
2298,"('N_NN', 'RD_PUNC', 'PSP', 'RD_PUNC')",5
2299,"('PR_PRP', 'PR_PRP', 'RB', 'V_VM_VF')",5
2300,"('QT_QTC', 'N_NN', 'V_VM_VNF', 'N_NNP')",5
2301,"('N_NNP', 'N_NN', 'RB', 'V_VM_VNF')",5
2302,"('N_NN', 'N_NN', 'V_VM_VINF', 'QT_QTF')",5
2303,"('QT_QTC', 'N_NN', 'N_NN', 'QT_QTF')",5
2304,"('N_NN', 'N_NN', 'QT_QTF', 'RB')",5
2305,"('DM_DMD', 'N_NST', 'PR_PRP', 'N_NN')",5
2306,"('N_NN', 'V_VM_VINF', 'N_NST', 'QT_QTC')",5
2307,"('PSP', 'V_VM_VNF', 'V_VM_VINF', 'N_NN')",5
2308,"('V_VM_VINF', 'QT_QTF', 'N_NN', 'RD_PUNC')",5
2309,"('RP_RPD', 'RD_PUNC', 'DM_DMD', 'N_NN')",5
2310,"('RD_PUNC', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",5
2311,"('N_NN', 'RB', 'RD_PUNC', 'N_NNP')",5
2312,"('RD_PUNC', 'N_NN', 'RP_RPD', 'RD_PUNC')",5
2313,"('N_NN', 'RB', 'N_NST', 'N_NN')",5
2314,"('DM_DMD', 'N_NN', 'PSP', 'PR_PRP')",5
2315,"('DM_DMD', 'N_NN', 'RB', 'V_VM_VNF')",5
2316,"('RB', 'V_VM_VNF', 'RB', 'N_NN')",5
2317,"('DM_DMD', 'N_NN', 'N_NN', 'DM_DMD')",5
2318,"('V_VM_VNF', 'RD_PUNC', 'RD_PUNC', 'CC_CCS_UT')",5
2319,"('PSP', 'N_NN', 'RB', 'N_NN')",5
2320,"('N_NN', 'PSP', 'V_VAUX', 'RD_PUNC')",5
2321,"('N_NN', 'RD_SYM', 'PSP', 'N_NN')",5
2322,"('JJ', 'N_NN', 'RD_PUNC', 'QT_QTC')",5
2323,"('PSP', 'QT_QTC', 'N_NN', 'PSP')",5
2324,"('V_VM_VNF', 'N_NST', 'PSP', 'N_NN')",5
2325,"('N_NN', 'V_VM_VINF', 'DM_DMD', 'N_NN')",5
2326,"('N_NN', 'V_VM_VINF', 'V_VM_VINF', 'N_NN')",5
2327,"('N_NN', 'N_NN', 'QT_QTC', 'CC_CCD')",5
2328,"('N_NN', 'RB', 'V_VM_VNF', 'N_NNP')",5
2329,"('N_NN', 'N_NN', 'JJ', 'PR_PRP')",5
2330,"('PR_PRP', 'N_NN', 'V_VM_VINF', 'PR_PRP')",5
2331,"('N_NN', 'QT_QTC', 'CC_CCD', 'QT_QTC')",5
2332,"('QT_QTF', 'N_NN', 'N_NN', 'JJ')",5
2333,"('CC_CCD', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",5
2334,"('N_NN', 'JJ', 'V_VM_VF', 'RD_PUNC')",5
2335,"('RB', 'DM_DMD', 'N_NN', 'V_VM_VNF')",5
2336,"('RD_PUNC', 'V_VM_VNF', 'JJ', 'N_NN')",5
2337,"('PR_PRP', 'RP_RPD', 'N_NN', 'N_NN')",5
2338,"('RB', 'V_VM_VNF', 'RD_PUNC', 'DM_DMD')",5
2339,"('N_NN', 'V_VM_VNF', 'RD_SYM', 'V_VM_VNF')",5
2340,"('N_NN', 'V_VM_VNF', 'JJ', 'RB')",5
2341,"('N_NN', 'V_VM_VNF', 'RP_INTF', 'V_VM_VF')",5
2342,"('RD_PUNC', 'QT_QTC', 'N_NN', 'N_NST')",5
2343,"('N_NN', 'N_NST', 'V_VM_VNF', 'QT_QTC')",5
2344,"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'QT_QTC')",5
2345,"('V_VM_VNF', 'QT_QTC', 'N_NN', 'PR_PRP')",5
2346,"('N_NN', 'N_NN', 'RP_NEG', 'N_NN')",5
2347,"('QT_QTC', 'RD_PUNC', 'RD_PUNC', 'RB')",5
2348,"('RD_PUNC', 'RD_PUNC', 'N_NN', 'RD_SYM')",5
2349,"('N_NN', 'RD_PUNC', 'RD_PUNC', 'N_NST')",5
2350,"('N_NNP', 'QT_QTC', 'N_NN', 'V_VM_VNF')",5
2351,"('V_VM_VNF', 'V_VAUX', 'N_NN', 'V_VM_VNF')",5
2352,"('QT_QTC', 'RD_PUNC', 'N_NN', 'CC_CCD')",5
2353,"('RD_PUNC', 'RD_PUNC', 'V_VM_VNF', 'QT_QTC')",5
2354,"('PR_PRP', 'RP_INTF', 'RB', 'V_VM_VF')",5
2355,"('RD_SYM', 'N_NST', 'N_NN', 'N_NN')",5
2356,"('RB', 'V_VM_VNF', 'N_NN', 'PSP')",5
2357,"('PSP', 'N_NN', 'V_VM_VNF', 'V_VAUX')",5
2358,"('N_NN', 'QT_QTF', 'V_VM_VNF', 'RD_PUNC')",5
2359,"('DM_DMR', 'N_NN', 'RP_INTF', 'N_NN')",5
2360,"('JJ', 'RB', 'V_VM_VNF', 'RD_PUNC')",5
2361,"('N_NN', 'JJ', 'N_NN', 'V_VM_VNG')",5
2362,"('RD_PUNC', 'QT_QTC', 'N_NN', 'RD_SYM')",5
2363,"('PR_PRP', 'JJ', 'RB', 'V_VM_VNF')",5
2364,"('N_NN', 'DM_DMR', 'N_NST', 'N_NN')",5
2365,"('RD_SYM', 'N_NN', 'N_NN', 'PR_PRP')",5
2366,"('QT_QTC', 'RD_PUNC', 'N_NN', 'RD_SYM')",5
2367,"('RB', 'V_VM_VNF', 'N_NN', 'RP_RPD')",5
2368,"('PSP', 'N_NST', 'N_NN', 'N_NN')",5
2369,"('N_NN', 'RP_NEG', 'V_VM_VNF', 'RD_PUNC')",5
2370,"('QT_QTF', 'N_NN', 'RB', 'V_VM_VNF')",5
2371,"('N_NN', 'RB', 'V_VM_VNF', 'RP_RPD')",5
2372,"('N_NN', 'N_NN', 'RP_NEG', 'V_VM_VNF')",5
2373,"('N_NN', 'N_NST', 'V_VM_VNF', 'RB')",5
2374,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'N_NST')",5
2375,"('PSP', 'QT_QTF', 'N_NN', 'V_VM_VNF')",5
2376,"('N_NN', 'PR_PRP', 'DM_DMQ', 'V_VM_VNF')",5
2377,"('CC_CCD', 'PR_PRP', 'N_NN', 'RB')",5
2378,"('DM_DMD', 'N_NN', 'RP_RPD', 'N_NN')",5
2379,"('RD_PUNC', 'N_NN', 'V_VM_VNG', 'PSP')",5
2380,"('N_NN', 'RB', 'QT_QTF', 'N_NN')",5
2381,"('N_NN', 'V_VM_VNF', 'N_NN', 'RP_NEG')",5
2382,"('V_VM_VNF', 'V_VM_VNG', 'PSP', 'V_VM_VNF')",5
2383,"('PSP', 'N_NN', 'V_VM_VNF', 'V_VM_VNG')",5
2384,"('PSP', 'N_NN', 'QT_QTC', 'RD_PUNC')",5
2385,"('JJ', 'N_NN', 'V_VM_VNF', 'RP_RPD')",5
2386,"('N_NN', 'V_VM_VNF', 'QT_QTC', 'RB')",5
2387,"('RD_PUNC', 'QT_QTC', 'RD_PUNC', 'DM_DMD')",5
2388,"('RP_CL', 'N_NN', 'V_VM_VF', 'RD_PUNC')",5
2389,"('RD_PUNC', 'DM_DMD', 'N_NN', 'DM_DMQ')",5
2390,"('N_NN', 'N_NN', 'V_VM_VNG', 'V_VAUX')",5
2391,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'RP_RPD')",5
2392,"('N_NN', 'RD_PUNC', 'DM_DMQ', 'RP_RPD')",5
2393,"('QT_QTC', 'RD_PUNC', 'DM_DMQ', 'N_NN')",5
2394,"('QT_QTC', 'N_NN', 'PSP', 'V_VM_VF')",5
2395,"('CC_CCD', 'N_NN', 'V_VM_VNF', 'V_VAUX')",5
2396,"('N_NN', 'V_VM_VNF', 'PR_PRP', 'DM_DMQ')",5
2397,"('PR_PRP', 'N_NN', 'RP_NEG', 'RD_PUNC')",5
2398,"('PR_PRP', 'QT_QTF', 'N_NN', 'N_NN')",5
2399,"('PR_PRP', 'N_NN', 'RD_PUNC', 'QT_QTC')",5
2400,"('JJ', 'PR_PRP', 'N_NN', 'N_NN')",5
2401,"('PR_PRP', 'N_NN', 'V_VM_VINF', 'JJ')",5
2402,"('QT_QTF', 'N_NN', 'PSP', 'RD_PUNC')",5
2403,"('PR_PRP', 'PR_PRP', 'N_NN', 'N_NST')",5
2404,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'PR_PRP')",5
2405,"('PR_PRP', 'V_VM_VNF', 'DM_DMD', 'N_NN')",5
2406,"('RP_RPD', 'N_NN', 'JJ', 'N_NN')",5
2407,"('RD_PUNC', 'RB', 'QT_QTC', 'N_NN')",5
2408,"('RD_PUNC', 'RB', 'RD_PUNC', 'RB')",5
2409,"('V_VM_VINF', 'JJ', 'N_NN', 'V_VM_VNF')",5
2410,"('N_NN', 'CC_CCD', 'N_NNP', 'N_NN')",5
2411,"('DM_DMR', 'N_NN', 'V_VM_VNF', 'JJ')",5
2412,"('RD_PUNC', 'JJ', 'N_NN', 'JJ')",5
2413,"('N_NN', 'DM_DMR', 'N_NN', 'V_VM_VINF')",5
2414,"('RP_RPD', 'PR_PRP', 'RB', 'V_VM_VNF')",5
2415,"('RB', 'QT_QTC', 'N_NN', 'V_VM_VF')",5
2416,"('RD_SYM', 'N_NN', 'RD_SYM', 'DM_DMR')",5
2417,"('N_NN', 'V_VM_VNG', 'PR_PRP', 'N_NN')",5
2418,"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'CC_CCS_UT')",5
2419,"('N_NN', 'N_NNP', 'RD_PUNC', 'QT_QTC')",5
2420,"('PSP', 'N_NN', 'V_VM_VNF', 'PR_PRP')",5
2421,"('V_VM_VNF', 'N_NN', 'RP_NEG', 'RD_PUNC')",5
2422,"('N_NN', 'V_VM_VINF', 'RB', 'V_VM_VF')",5
2423,"('N_NST', 'QT_QTC', 'QT_QTC', 'N_NN')",5
2424,"('DM_DMQ', 'N_NN', 'PR_PRP', 'N_NN')",5
2425,"('RP_RPD', 'V_VM_VNF', 'N_NN', 'V_VM_VNF')",5
2426,"('RD_PUNC', 'DM_DMD', 'N_NN', 'PR_PRP')",5
2427,"('QT_QTO', 'N_NN', 'QT_QTC', 'N_NN')",5
2428,"('DM_DMQ', 'N_NN', 'DM_DMQ', 'RP_RPD')",5
2429,"('N_NN', 'CC_CCD', 'QT_QTC', 'RB')",5
2430,"('CC_CCD', 'QT_QTC', 'RB', 'V_VM_VF')",5
2431,"('CC_CCD', 'N_NN', 'QT_QTC', 'RB')",5
2432,"('N_NN', 'RD_PUNC', 'CC_CCD', 'RD_PUNC')",5
2433,"('PR_PRP', 'V_VM_VINF', 'N_NN', 'V_VM_VF')",5
2434,"('V_VM_VINF', 'PR_PRP', 'PR_PRP', 'N_NN')",5
2435,"('N_NST', 'V_VM_VNF', 'RD_PUNC', 'PR_PRP')",5
2436,"('RD_PUNC', 'N_NN', 'V_VM_VINF', 'RD_PUNC')",5
2437,"('N_NN', 'RD_PUNC', 'QT_QTC', 'RD_SYM')",5
2438,"('RD_SYM', 'RD_PUNC', 'QT_QTC', 'N_NN')",5
2439,"('DM_DMR', 'N_NN', 'V_VM_VNF', 'PR_PRP')",5
2440,"('N_NN', 'RD_PUNC', 'PR_PRP', 'PR_PRP')",5
2441,"('QT_QTC', 'N_NN', 'V_VM_VINF', 'QT_QTC')",5
2442,"('V_VM_VNF', 'RD_PUNC', 'RB', 'RD_PUNC')",5
2443,"('DM_DMR', 'N_NN', 'DM_DMQ', 'V_VM_VNF')",5
2444,"('N_NN', 'RD_PUNC', 'JJ', 'RD_PUNC')",5
2445,"('V_VM_VNF', 'CC_CCD', 'RD_PUNC', 'N_NN')",5
2446,"('CC_CCS', 'RD_PUNC', 'N_NN', 'N_NN')",5
2447,"('RD_SYM', 'N_NN', 'N_NST', 'N_NN')",5
2448,"('V_VM_VNF', 'RD_PUNC', 'CC_CCS_UT', 'PR_PRP')",5
2449,"('CC_CCS_UT', 'PR_PRP', 'V_VM_VF', 'RD_PUNC')",5
2450,"('N_NN', 'RD_PUNC', 'RB', 'RD_PUNC')",5
2451,"('V_VM_VNF', 'V_VM_VNF', 'RD_SYM', 'N_NN')",5
2452,"('PR_PRP', 'RB', 'V_VM_VNF', 'V_VM_VNF')",5
2453,"('V_VM_VNF', 'RP_NEG', 'RD_PUNC', 'N_NN')",5
2454,"('N_NN', 'RD_PUNC', 'RD_PUNC', 'CC_CCD')",5
2455,"('RD_PUNC', 'RD_SYM', 'V_VM_VNF', 'RD_SYM')",5
2456,"('V_VM_VNF', 'N_NN', 'RD_PUNC', 'RD_SYM')",5
2457,"('JJ', 'N_NNP', 'N_NN', 'V_VM_VNF')",5
2458,"('N_NN', 'N_NN', 'RD_PUNC', 'RD_SYM')",5
2459,"('PR_PRP', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF')",5
2460,"('QT_QTC', 'QT_QTC', 'QT_QTC', 'RD_SYM')",5
2461,"('N_NN', 'RD_SYM', 'QT_QTC', 'PSP')",5
2462,"('QT_QTC', 'RD_SYM', 'PR_PRP', 'V_VM_VINF')",5
2463,"('RD_SYM', 'PR_PRP', 'V_VM_VINF', 'N_NN')",5
2464,"('DM_DMQ', 'N_NN', 'V_VM_VNF', 'CC_CCD')",5
2465,"('RD_PUNC', 'RD_SYM', 'N_NN', 'RD_PUNC')",5
2466,"('RD_PUNC', 'RD_PUNC', 'CC_CCD', 'N_NN')",5
2467,"('DM_DMQ', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",5
2468,"('V_VM_VNF', 'RD_PUNC', 'CC_CCD', 'N_NNP')",5
2469,"('V_VM_VNF', 'RD_PUNC', 'RP_INJ', 'RD_PUNC')",5
2470,"('N_NN', 'V_VM_VNF', 'V_VM_VNG', 'V_VM_VF')",5
2471,"('RD_PUNC', 'RD_PUNC', 'DM_DMD', 'RD_PUNC')",5
2472,"('N_NNP', 'N_NN', 'RD_PUNC', 'RP_RPD')",5
2473,"('N_NN', 'QT_QTF', 'N_NN', 'V_VM_VINF')",4
2474,"('JJ', 'N_NN', 'N_NN', 'DM_DMD')",4
2475,"('V_VM_VNF', 'N_NN', 'RP_INTF', 'N_NN')",4
2476,"('RB', 'RB', 'N_NN', 'N_NN')",4
2477,"('PSP', 'RD_PUNC', 'PR_PRP', 'N_NN')",4
2478,"('QT_QTF', 'JJ', 'N_NN', 'RD_PUNC')",4
2479,"('RD_PUNC', 'JJ', 'N_NN', 'V_VM_VINF')",4
2480,"('N_NST', 'V_VM_VINF', 'N_NN', 'V_VM_VINF')",4
2481,"('N_NN', 'N_NN', 'QT_QTC', 'V_VM_VF')",4
2482,"('RD_PUNC', 'DM_DMD', 'N_NN', 'V_VM_VINF')",4
2483,"('RD_PUNC', 'DM_DMD', 'N_NN', 'RB')",4
2484,"('RD_PUNC', 'N_NST', 'RD_PUNC', 'N_NN')",4
2485,"('PR_PRP', 'PSP', 'RB', 'V_VM_VF')",4
2486,"('N_NN', 'N_NN', 'RP_RPD', 'QT_QTF')",4
2487,"('CC_CCD', 'RD_PUNC', 'PR_PRP', 'N_NN')",4
2488,"('V_VM_VNG', 'N_NN', 'V_VM_VINF', 'N_NN')",4
2489,"('CC_CCD', 'RD_PUNC', 'N_NN', 'RD_PUNC')",4
2490,"('DM_DMD', 'RB', 'V_VM_VINF', 'N_NN')",4
2491,"('N_NN', 'RP_RPD', 'PR_PRP', 'V_VM_VF')",4
2492,"('QT_QTC', 'RD_SYM', 'N_NN', 'QT_QTC')",4
2493,"('N_NN', 'N_NN', 'RP_NEG', 'CC_CCD')",4
2494,"('RD_SYM', 'N_NN', 'N_NN', 'V_VM_VNG')",4
